0,5.6458011537968869
1,4.8716607916397034
2,6.1508297977238184
3,4.8831473226532411
4,6.0057699729444511
5,4.8961148195181234
6,5.5398615002335498
7,4.8994643166929031
8,5.9912167488483234
9,4.8997487715369727
10,6.2766684800860517
11,4.9090382192652964
12,5.332870974283356
13,5.5130108976932215
14,4.9063666791692846
15,6.221686906599377
16,4.9183130219844458
17,4.9533190740626516
18,6.1182067013065886
19,4.924413740523188
20,4.9209429482502207
21,6.0517290461758515
22,4.9291986562487384
23,4.9263885679446728
24,5.1429813344847437
25,6.0770782942624866
26,4.9344426374782469
27,4.9573538549075753
28,5.124151995896578
29,5.8761277649759842
30,4.9337863257247827
31,4.9705903588742135
32,5.5838124029271805
33,4.9467464103936427
34,5.3772049692398465
35,5.0642522293417365
36,6.0113046290282899
37,4.9354136168167875
38,4.9435999620837467
39,4.9368813413803627
40,5.4535601570517072
41,5.0394684151593676
42,5.6535380602805692
43,4.9288522464975459
44,6.0005014503666745
45,4.9261687690857769
46,4.9341723082034665
47,5.1526658964800882
48,5.7708787513028383
49,4.9211701839658586
50,5.0280458681415707
51,5.236271739368088
52,5.6289427472563194
53,4.9214855220279947
54,5.6183938335580974
55,4.9231957213869713
56,5.3396766944265597
57,6.002209042217884
58,4.9215402885081447
59,4.9258800883211054
60,5.2963915667104597
61,5.1257609774194632
62,5.2626833047492472
63,5.2636800651585443
64,5.8347969879560857
65,4.9153267514156536
66,5.1078217976270368
67,5.170131835452012
68,5.0886295593602116
69,5.1936808554737075
70,5.4654467509613358
71,5.4792454641051069
72,4.9047382772430046
73,5.0692918165630205
74,5.6583567937012953
75,4.9039358381153519
76,5.4570774452777719
77,4.9119539859326347
78,4.8927324306456565
79,5.4564672518721089
80,4.8918692761545159
81,5.4509543475645232
82,4.8919499963012649
83,5.4424359728697276
84,4.8905465251270357
85,5.7204617595804814
86,4.8915859928319945
87,5.1239120481383704
88,4.9740465264570695
89,4.3444371293546
90,5.4194101774485741
91,4.9498680372920045
92,4.9265743799327968
93,5.7129672906982378
94,4.8775225253116776
95,5.1014103238173725
96,5.0371874445823543
97,4.8523374682523883
98,5.1107381366909603
99,5.1572257833803103
